날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2024-06-05","백색우유(02)","65kcal","알로에음료","0kcal","쥬시쿨(복숭아맛)(02)(11)","156kcal","","","2994.50kcal"
"2024-06-05","배추김치(09)","0kcal","총각김치(수의)","16.4kcal","섞박지(09)","22.8kcal","","","2994.50kcal"
"2024-06-06","꼬꼬떡만둣국(01)(02)(05)(06)(10)(15)(16)","458.28kcal","밥","285kcal","치즈불고기버거(01)(02)(05)(06)(12)(16)","742.4kcal","","","3315.27kcal"
"2024-06-06","밥(1/2)","150kcal","오징어무국(05)(06)(16)(17)","80.04kcal","양송이스프(02)(05)(06)","83.53kcal","","","3315.27kcal"
"2024-06-06","돈육김치두루치기(05)(06)(09)(10)","203.3kcal","돼지고기부추볶음(05)(06)(10)","313.55kcal","핫치킨샐러드(01)(15)","262.32kcal","","","3315.27kcal"
"2024-06-06","연두부양념장(05)(06)","204.75kcal","콩나물무침(05)(06)","28.84kcal","시리얼(02)(04)(06)","218.06kcal","","","3315.27kcal"
"2024-06-06","깍두기(09)","15.2kcal","팩형아이스크림(02)","155kcal","백색우유(02)","65kcal","","","3315.27kcal"
"2024-06-06","","0","배추김치(09)","0kcal","제로콜라","50kcal","","","3315.27kcal"
"2024-06-07","밥","285kcal","잡곡밥","283.9kcal","치킨마요덮밥(01)(05)(06)(15)","924.1kcal","","","3344.63kcal"
"2024-06-07","돼지고기감자찌개(05)(06)(10)(16)","100.09kcal","호박된장찌개(05)(06)","70.44kcal","순두부김치찌개(05)(09)(10)(16)","84.22kcal","","","3344.63kcal"
"2024-06-07","깻잎미트볼(01)(02)(05)(06)(10)(12)(15)(16)(18)","281.53kcal","마늘족발(10)(13)","418kcal","베이컨감자채볶음(05)(10)(13)","159.45kcal","","","3344.63kcal"
"2024-06-07","계란말이(햄)(01)(05)(10)(12)","127.4kcal","비빔막국수(03)(05)(06)","250.62kcal","에너지음료","0kcal","","","3344.63kcal"
"2024-06-07","배추김치(09)","0kcal","참외","38kcal","총각김치(수의)","16.4kcal","","","3344.63kcal"
"2024-06-07","두유","250kcal","보쌈김치(09)","55.48kcal","","0","","","3344.63kcal"
"2024-06-08","바질치즈치아바타(완)(01)(02)(05)(06)(10)","575.25kcal","컵라면(06)","365kcal","밥","285kcal","","","3591.79kcal"
"2024-06-08","베이컨로제스파게티(브런치)(02)(05)(06)(10)(12)","1040.35kcal","","0","육개장(01)(05)(06)(15)(16)","142.96kcal","","","3591.79kcal"
"2024-06-08","시저샐러드(01)(05)(06)(10)","97.8kcal","","0","쇠고기버섯볶음(05)(06)(16)","512.77kcal","","","3591.79kcal"
"2024-06-08","시리얼(02)(04)(06)","218.06kcal","","0","무오이장아찌","52.6kcal","","","3591.79kcal"
"2024-06-08","구운계란(01)","69kcal","","0","배추김치(09)","0kcal","","","3591.79kcal"
"2024-06-08","백색우유(02)","65kcal","","0","과일주스","86.4kcal","","","3591.79kcal"
"2024-06-08","바나나","81.6kcal","","0","","0","","","3591.79kcal"
"2024-06-09","밥","285kcal","수제카레밥(06)(10)","485.58kcal","밥","285kcal","","","3369.34kcal"
"2024-06-09","쇠고기미역국(05)(06)(16)","30.61kcal","새우살계란국(01)(05)(06)(09)(16)","87kcal","얼큰황태채국(01)(05)(06)(09)(16)","62.18kcal","","","3369.34kcal"
"2024-06-09","","453.46kcal","닭매운찜(05)(06)(15)","544.9kcal","사각어묵볶음(05)(06)(18)","128.31kcal","","","3369.34kcal"
"2024-06-09","가공우유(메론)(02)","190kcal","오이부추무침","12.21kcal","제육고추장불고기(05)(06)(10)","596.79kcal","","","3369.34kcal"
"2024-06-09","감자샐러드(01)(02)(06)","87.5kcal","과일바","0kcal","파김치(09)","18kcal","","","3369.34kcal"
"2024-06-09","배추김치(09)","0kcal","총각김치(수의)","16.4kcal","과일주스","86.4kcal","","","3369.34kcal"
"2024-06-10","크림치즈베이글(02)(06)","461.7kcal","찰보리비빔밥&우렁된장(01)(05)(18)","507.02kcal","혼합잡곡밥","292.5kcal","","","2928.44kcal"
"2024-06-10","베이컨구이(10)","232kcal","순두부찌개(01)(05)(06)(09)(10)(16)","196.99kcal","쇠고기배추국(05)(06)(16)","54.94kcal","","","2928.44kcal"
"2024-06-10","토마토스크램블에그(01)(05)(12)","165.99kcal","고등어구이&양념장(05)(06)(07)","303.53kcal","낙지대패볶음(10)(17)","314.77kcal","","","2928.44kcal"
"2024-06-10","백색우유(02)","65kcal","알배기배추겉절이(09)(16)","24.43kcal","무부추무침(05)(06)(09)","14.77kcal","","","2928.44kcal"
"2024-06-10","시리얼(02)(04)(06)","218.06kcal","매실에이드","0kcal","오렌지","64.24kcal","","","2928.44kcal"
"2024-06-10","","0","","0","열무김치(09)","12.5kcal","","","2928.44kcal"
"2024-06-11","밥","285kcal","해물라멘(05)(06)(08)(09)(17)","414.14kcal","현미밥","288.15kcal","","","2941.43kcal"
"2024-06-11","스팸짜글이(05)(06)(09)(10)(13)(16)","332.4kcal","셀프주먹밥(1/2)(05)","172.8kcal","묵은지김치찌개(05)(06)(09)(10)(16)","303.45kcal","","","2941.43kcal"
"2024-06-11","돈육표고장조림(05)(06)(10)","334.51kcal","타코야끼(01)(05)(06)","274.66kcal","모듬전(01)(05)(06)(10)(15)(16)","373.3kcal","","","2941.43kcal"
"2024-05-17","밥","237.5kcal","검은콩밥","245.65kcal","들깨수제비(05)(06)","137.54kcal","","","3199.00kcal"
"2024-05-17","쇠고기애호박찌개(05)(06)(09)(16)","50.31kcal","육개장(01)(05)(06)(15)(16)","125.67kcal","잡곡밥","243.9kcal","","","3199.00kcal"
"2024-05-17","돼지고기꽈리고추볶음(05)(06)(10)(16)","243.89kcal","가쓰오계란말이(01)(05)","168.31kcal","지파이&감자튀김(01)(05)(06)(12)(15)","693.6kcal","","","3199.00kcal"
"2024-05-17","간장깻잎지","8.07kcal","돈사태김치찜(09)(10)","553.51kcal","콘치즈오븐구이(01)(02)(05)(10)","141.12kcal","","","3199.00kcal"
"2024-05-17","백색우유(02)","65kcal","알배기배추겉절이(09)(16)","24.33kcal","깍두기(09)","14.8kcal","","","3199.00kcal"
"2024-05-17","배추김치(09)","8kcal","바나나맛우유(02)","237.8kcal","","0","","","3199.00kcal"
"2024-05-18","알리오올리오(브런치)(05)(06)(09)(13)(15)","587.23kcal","컵라면(06)","365kcal","밥","237.5kcal","","","2781.26kcal"
"2024-05-18","달콤햄치즈샌드위치(02)(05)(06)(10)(12)","225kcal","","0","사골황태해장국(05)(06)(16)","68.55kcal","","","2781.26kcal"
"2024-05-18","모듬피클&할라피뇨","66.5kcal","","0","멸치아몬드볶음(05)(06)(14)","101.31kcal","","","2781.26kcal"
"2024-05-18","시리얼&구운계란(01)","287.06kcal","","0","한입떡갈비(02)(05)(06)(07)(10)(13)(16)","498.04kcal","","","2781.26kcal"
"2024-05-18","백색우유(02)","65kcal","","0","배추김치(09)","8kcal","","","2781.26kcal"
"2024-05-18","시저샐러드(01)(05)(06)(10)","104.07kcal","","0","과일주스","86.4kcal","","","2781.26kcal"
"2024-05-18","바나나","81.6kcal","","0","","0","","","2781.26kcal"
"2024-05-19","밥","237.5kcal","밥","237.5kcal","밥","237.5kcal","","","3204.37kcal"
"2024-05-19","쇠고기미역국(05)(06)(16)","30.61kcal","햄두부찌개(05)(06)(10)(16)","141.95kcal","묵은지김치찌개(05)(06)(09)(10)(16)","303.36kcal","","","3204.37kcal"
"2024-05-19","베이컨감자채볶음(05)(10)(13)","179.16kcal","순살안동찜닭(02)(05)(06)(15)","697.31kcal","쇠고기야채볶음(05)(06)(16)","290.73kcal","","","3204.37kcal"
"2024-05-19","돈육메추리알조림(01)(05)(06)(10)","213.6kcal","중화식오이무침(05)","32.05kcal","소시지스낵랩(01)(05)(06)(12)","400.5kcal","","","3204.37kcal"
"2024-05-19","토핑형발효유(02)(06)","165kcal","컵형아이스크림(01)","0kcal","깍두기(09)","14.8kcal","","","3204.37kcal"
"2024-05-19","배추김치(09)","8kcal","총각김치(09)","14.8kcal","","0","","","3204.37kcal"
"2024-05-20","해시브라운(06)(12)","417.29kcal","꼬막비빔밥(05)(06)(18)","288.64kcal","참치야채비빔밥(01)(05)(06)","173.87kcal","","","2454.70kcal"
"2024-05-20","키위드레싱샐러드(01)(05)","108.37kcal","강된장찌개(05)(06)(18)","151.9kcal","팽이버섯된장국(05)(06)","50.53kcal","","","2454.70kcal"
"2024-05-20","카스테라(01)(02)(05)(06)","180.8kcal","조기구이(05)","123.54kcal","불고기크로켓(01)(05)(06)(12)(16)","457.3kcal","","","2454.70kcal"
"2024-05-20","백색우유(02)","65kcal","모듬콩조림(05)","45kcal","깍두기(09)","14.8kcal","","","2454.70kcal"
"2024-05-20","핫바(02)(05)(06)(12)(17)","137.1kcal","무생채(09)","14.5kcal","","0","","","2454.70kcal"
"2024-05-20","시리얼(02)(04)(06)","218.06kcal","배추김치(09)","8kcal","","0","","","2454.70kcal"
"2024-05-21","밥","237.5kcal","상하이파스타(09)(15)(17)(18)","400.17kcal","오므라이스(01)(05)(06)(10)(12)(15)(16)","962.84kcal","","","3824.77kcal"
"2024-05-21","쇠고기무국(05)(06)(16)","71.43kcal","아란치니(02)(05)(10)(12)","570.36kcal","어묵국(05)(06)","108.3kcal","","","3824.77kcal"
"2024-05-21","돼지고기부추볶음(05)(06)(10)","295.45kcal","감자빵(01)(02)(05)(06)(13)","123kcal","콘소메치킨(01)(02)(05)(06)(15)","559.47kcal","","","3824.77kcal"
"2024-05-21","연두부양념장(05)(06)","102.25kcal","제로콜라","50kcal","대추방울토마토(12)","8.5kcal","","","3824.77kcal"
"2024-05-21","초코우유(02)","194kcal","모듬피클","74.2kcal","배추김치(09)","8kcal","","","3824.77kcal"
"2024-05-21","배추김치(09)","8kcal","흑임자샐러드(01)(05)","51.3kcal","","0","","","3824.77kcal"
"2024-05-22","밥","237.5kcal","흑미밥","243.75kcal","햄마요덮밥(01)(05)(10)","760.8kcal","","","3564.91kcal"
"2024-05-22","얼큰두부탕(05)(06)(09)(16)","65.85kcal","뼈없는감자탕(05)(06)(10)","498.09kcal","미소된장국(05)","33.62kcal","","","3564.91kcal"
"2024-05-22","큐브스테이크(05)(10)","578.44kcal","삼치구이&깐풍소스(05)(06)(07)","178.5kcal","치즈불닭(02)(15)","395.49kcal","","","3564.91kcal"
"2024-05-22","김자반","110.5kcal","아삭이고추된장무침(05)(06)","35.78kcal","감자핫도그(05)(06)(10)(12)","234.4kcal","","","3564.91kcal"
"2024-05-22","오이지무침","3.19kcal","총각김치(09)","14.8kcal","깍두기(09)","14.8kcal","","","3564.91kcal"
"2024-05-22","백색우유(02)","65kcal","","0","과일주스","86.4kcal","","","3564.91kcal"
"2024-05-22","배추김치(09)","8kcal","","0","","0","","","3564.91kcal"
"2024-05-23","밥","237.5kcal","콩나물밥&부추양념장(05)(06)","312.61kcal","트리플어니언버거(01)(02)(05)(06)(10)(12)(13)(16)","1163kcal","","","3771.12kcal"
"2024-05-23","닭고기무국(05)(06)(15)","66.66kcal","새우살배추국(05)(06)(09)","57.94kcal","오지치즈후라이(02)(05)(06)(10)","368.27kcal","","","3771.12kcal"
"2024-05-23","돼지불고기(05)(06)(10)","403.02kcal","마늘보쌈(05)(06)(10)","557.25kcal","브로콜리크림스프(02)(06)","4.03kcal","","","3771.12kcal"
"2024-05-23","꽈리고추감자조림(05)(06)","52.87kcal","모듬쌈&두부쌈장(05)(06)","81.81kcal","어린잎채소샐러드","73.5kcal","","","3771.12kcal"
"2024-05-23","배추김치(09)","8kcal","바나나","81.6kcal","백색우유(02)","65kcal","","","3771.12kcal"
"2024-05-23","","0","보쌈김치(09)","20kcal","탄산음료","0kcal","","","3771.12kcal"
"2024-05-23","","0","","0","시리얼(02)(04)(06)","218.06kcal","","","3771.12kcal"
"2024-05-24","밥","237.5kcal","도토리온묵밥(01)(05)","306.01kcal","후리가케밥(01)(05)(06)(09)","246.68kcal","","","3300.14kcal"
"2024-05-24","버섯샤브국(05)(06)(16)","24.78kcal","가리비버터구이(18)","76.78kcal","꼬치어묵탕(05)(06)","327.73kcal","","","3300.14kcal"
"2024-05-24","불고기떡갈비&파인데리소스(05)(06)(10)","337.73kcal","매콤닭봉조림(02)(05)(06)(10)(15)(16)(18)","562.26kcal","떡볶이&삶은계란(01)(05)(06)(18)","435.06kcal","","","3300.14kcal"
"2024-05-24","햄계란찜(01)(09)(10)","157.66kcal","커피음료","0kcal","순대부추찜(06)(10)","237.95kcal","","","3300.14kcal"
"2024-05-24","깍두기(09)","14.8kcal","오이소박이","41.2kcal","단무지","6kcal","","","3300.14kcal"
"2024-05-24","두유","250kcal","","0","참외","38kcal","","","3300.14kcal"
"2024-05-25","스팸김치볶음밥(01)(05)(06)(10)(13)(18)","493.65kcal","","0","밥","237.5kcal","","","2576.07kcal"
"2024-05-25","유부장국(01)(05)(06)","39.02kcal","","0","쇠고기미역국(05)(06)(16)","30.61kcal","","","2576.07kcal"
"2024-05-25","햄&치즈크로와상(01)(02)(06)(10)","557.2kcal","","0","눈꽃치즈닭갈비(02)(05)(06)(15)(16)(18)","379.84kcal","","","2576.07kcal"
"2024-05-25","오렌지","64.24kcal","","0","새송이버섯햄볶음(06)(10)(13)(16)","114.8kcal","","","2576.07kcal"
"2024-05-25","백색우유(02)","65kcal","","0","배추김치(09)","8kcal","","","2576.07kcal"
"2024-05-25","치킨텐더샐러드(01)(05)(06)(12)(15)","281.75kcal","","0","과일주스","86.4kcal","","","2576.07kcal"
"2024-05-25","시리얼(02)(04)(06)","218.06kcal","","0","","0","","","2576.07kcal"
"2024-05-26","밥","237.5kcal","밥","237.5kcal","밥","237.5kcal","","","2601.71kcal"
"2024-05-26","돼지고기짜글이(05)(06)(10)(16)","205.55kcal","쇠고기배추국(05)(06)(16)","54.94kcal","치즈부대찌개(02)(05)(06)(10)(12)(15)","283.36kcal","","","2601.71kcal"
"2024-05-26","밥싸먹는훈제오리(15)","500kcal","제육고추장불고기(05)(06)(10)","145.06kcal","명란떡갈비(05)(06)(10)","374.85kcal","","","2601.71kcal"
"2024-05-26","조미김","28kcal","모듬야채&쌈장(05)(06)","62.03kcal","양념깻잎지무침(05)(06)","160kcal","","","2601.71kcal"
"2024-05-26","알마늘오징어젓무침(17)","46.62kcal","콘형아이스크림(02)","0kcal","배추김치(09)","8kcal","","","2601.71kcal"
"2024-05-26","떠먹는발효유(02)","0kcal","갓김치(09)","12.8kcal","","0","","","2601.71kcal"
"2024-05-26","배추김치(09)","8kcal","","0","","0","","","2601.71kcal"
"2024-05-27","쇠고기죽(완)(16)","265kcal","아보카도불고기비빔밥(01)(05)(06)(16)","664.84kcal","셀프주먹밥","304.9kcal","","","3066.80kcal"
"2024-05-27","비엔나소시지야채볶음(05)(06)(10)","353.76kcal","감자수제비(05)(06)","120.02kcal","청양계란국(01)(16)","77.59kcal","","","3066.80kcal"
"2024-05-27","무말랭이무침","57.35kcal","김치메밀전병(02)(05)(06)(10)(16)(18)","257.4kcal","돈마호크카츠(01)(05)(06)(10)(16)","738.96kcal","","","3066.80kcal"
"2024-05-27","백색우유(02)","65kcal","메론","76kcal","실곤약야채무침(05)(06)","47.18kcal","","","3066.80kcal"
"2024-05-27","배추김치(09)","8kcal","섞박지(09)","22.8kcal","에너지바","0kcal","","","3066.80kcal"
"2024-05-27","","0","","0","배추김치(09)","8kcal","","","3066.80kcal"
"2024-05-28","밥","237.5kcal","보리밥&고추장(1/2)(05)(06)","148.2kcal","찹쌀밥","269.5kcal","","","3076.46kcal"
"2024-05-28","햄두부찌개(05)(06)(10)(16)","141.95kcal","닭칼국수(05)(06)(15)","700.21kcal","꽁치김치찌개(05)(06)(07)(09)(16)","123.65kcal","","","3076.46kcal"
"2024-05-28","돼지고기깻잎볶음(05)(06)(10)","544.44kcal","새우딤섬(05)(09)","180kcal","소불고기(05)(16)","392.77kcal","","","3076.46kcal"
"2024-05-28","두부조림(05)(06)","127.68kcal","알배기배추겉절이(09)(16)","24.33kcal","오이고추장무침(06)","20.03kcal","","","3076.46kcal"
"2024-05-28","백색우유(02)","65kcal","잔치집식혜","0kcal","파김치(09)","0kcal","","","3076.46kcal"
"2024-05-28","깍두기(09)","14.8kcal","","0","과일주스","86.4kcal","","","3076.46kcal"
"2024-05-29","밥","237.5kcal","검은콩밥","245.65kcal","혼합잡곡밥","250kcal","","","2754.18kcal"
"2024-05-29","순두부찌개(01)(05)(06)(09)(10)(16)","125.89kcal","근대쇠고기된장국(05)(06)(16)","50.91kcal","새우짬뽕찌개(05)(06)(09)(17)","91.16kcal","","","2754.18kcal"
"2024-05-29","멸치고추장볶음(05)(06)","118.43kcal","돈육연탄불고기(05)(06)(10)","229.25kcal","목화솜탕수육(05)(06)(10)","859.74kcal","","","2754.18kcal"
"2024-05-29","미트볼과일소스조림(05)(06)(10)","316.4kcal","대추방울토마토(12)","8.5kcal","단무지부추무침","15.85kcal","","","2754.18kcal"
"2024-05-29","커피우유(02)","122kcal","깻잎&쌈무","60.1kcal","깍두기(09)","14.8kcal","","","2754.18kcal"
"2024-05-29","배추김치(09)","8kcal","고들빼기김치","0kcal","","0","","","2754.18kcal"
"2024-05-30","밥","237.5kcal","영양밥","318.79kcal","블랙버거(01)(02)(05)(06)(10)(12)(17)","724.28kcal","","","4418.85kcal"
"2024-05-30","쇠고기무국(05)(06)(16)","71.43kcal","돼지갈비김치찌개(05)(06)(09)(10)(16)","297.55kcal","후라이드윙(01)(05)(06)(15)","625.2kcal","","","4418.85kcal"
"2024-05-30","돈육새송이야채볶음(05)(06)(10)","290.33kcal","들깨순볶음","42.66kcal","머쉬룸크림스프(완)(02)(06)","343.87kcal","","","4418.85kcal"
"2024-05-30","볼어묵매운조림(05)(06)","491.98kcal","생김구이","0kcal","백색우유(02)","65kcal","","","4418.85kcal"
"2024-05-03","콘치즈계란찜(01)(02)","98.14kcal","알배기배추겉절이(09)(16)","24.33kcal","치킨무","7.5kcal","","","3447.90kcal"
"2024-05-03","백색우유(02)","65kcal","무생채(09)","14.5kcal","양배추샐러드(01)(05)(12)","128.02kcal","","","3447.90kcal"
"2024-05-03","깍두기(09)","14.8kcal","","0","무알콜맥주vs탄산음료","90kcal","","","3447.90kcal"
"2024-05-04","치즈불고기버거(01)(02)(05)(06)(12)(16)","570.97kcal","컵라면(06)","365kcal","쇠고기콩나물국밥(05)(09)(16)","304.93kcal","","","2580.99kcal"
"2024-05-04","","186.9kcal","","0","스팸구이(05)(10)(13)","389kcal","","","2580.99kcal"
"2024-05-04","옥수수스프(02)(05)(06)","114.17kcal","","0","락교오징어젓무침(17)","74.52kcal","","","2580.99kcal"
"2024-05-04","바나나","81.6kcal","","0","에이드","115kcal","","","2580.99kcal"
"2024-05-04","시리얼&구운계란(01)","287.06kcal","","0","깍두기(09)","14.8kcal","","","2580.99kcal"
"2024-05-04","토마토그린샐러드(12)","12.04kcal","","0","","0","","","2580.99kcal"
"2024-05-04","백색우유(02)","65kcal","","0","","0","","","2580.99kcal"
"2024-05-05","밥(1/2)","125kcal","밥","237.5kcal","밥","237.5kcal","","","3138.08kcal"
"2024-05-05","쇠고기물만둣국(01)(05)(06)(10)(16)(18)","407.84kcal","쇠고기배추국(05)(06)(16)","54.94kcal","얼큰돈육찌개(05)(06)(10)(16)","96.22kcal","","","3138.08kcal"
"2024-05-05","떡갈비소금구이(01)(05)(10)(16)","386.9kcal","훈제삼겹통마늘볶음(01)(02)(05)(10)(18)","397.09kcal","양념닭갈비","870.19kcal","","","3138.08kcal"
